title	topic	code
Can someone explain. If the nanopoison kills family members of spectre why didn't it kill Madeline when she put it… https://t.co/3VcfXP0JXj	A	-
"No Time To Die (2021) - Review Filem

#NoTimeToDie

Now showing in Malaysia cinemas!

https://t.co/oeOzMy46K7"	R	-
"Whatever its faults I'm relieved to have seen #NoTimeToDie in 2021.

6 years is far too long between Bond films.… https://t.co/ksSQO3XnbH"	C	P
What an amazing movie enjoyed it #NoTimeToDie 007 he legend #DanielCraig 🙌 https://t.co/FcBk4pKniM https://t.co/Uhdqq6nKyQ	R	P
The reason I didn't wanna miss #NoTimeToDie https://t.co/ZLnOHIMAq4	O	P
James “keep a bad bitch by his side” Bond #NoTimeToDie	A	-
"Weekly #BoxOffice Est. - Australia

1. #NoTimeToDie #Bond25 - $8.46M
2. #Eternals  - $2.19M
3. #LastNightInSoho - $… https://t.co/G6K14kK7jn"	B	-
"Weekly #BoxOffice Est. - New Zealand

1. #Eternals  - $230k
2. #NoTimeToDie #Bond25 - $153k
3. #FallingForFigaro -… https://t.co/TNL6rbecQq"	B	-
Just been to see Bond #NoTimeToDie and despite what @Adam_Smith_82 says I thought it was good!	R	P
Just watched #NoTimeToDie. Utterly lost for words. What an extraordinary film. Just incredible. 10/10.	R	P
"Can’t believe me and @teegray19 have been on a 15 year journey, and that came to a fantastic conclusion tonight. It… https://t.co/YwPxRUQFkg"	R	P
Don't waste your time or money with the new Bond movie #woketrash #NoTimeToDie #JarJarBinksIsBack	R	N
"#NoTimeToDie felt like a punch in the gut. What a way to sign off, Mr Craig! 👏🙌"	R	P
"I just watched for first time #NoTimeToDie  ... WTF!

Why so personal and metaphorical all this era? 

Now I have t… https://t.co/YDGbePkfFX"	R	N
"@007 if you did anything to control someone you’re still just the }#JamesBond villain in #NoTimetoDie, if you did a… https://t.co/7LTe4JvOtX"	O	-
"@MelanieBlakeUK 
#NoTimeToDie 
I am watching it now. ❤ 🤍 💙"	O	P
Even his death doesn't change the fact that he always wins in the end. 2:33:10 #NoTimeToDie	O	P
"Whatever any of No Time To Die's detractor's (and I'll include myself in that camp, I guess) say about the film, I… https://t.co/TU13iuSxPV"	R	P
Want to see #NoTimeToDie again. Don't want to go the theater. Don't want to rent it for $20. When's it getting to 4KD?	O	-
Ha.. maybe I should’ve worded that tweet bit differently.. I’m off to see #NoTimeToDie for the 007th time on Sunday… https://t.co/7M4vm8pt5N	O	-
"#NoTimeToDie is bloody brilliant, makes me want to my #defender off road 😂"	R	P
#NoTimeToDie #MortalKombat&amp; #fastandfurious9 my favorite movies  of the year.  Learned  Couple Shits From Them.	R	P
"Ok seriously, what is the film industry going to do when Hans Zimmer retires? #NoTimeToDie"	A	-
The time between Moonraker’s release and #NoTimeToDie s production is the same as the time between Moonraker’s prod… https://t.co/0LimaBqEuQ	C	-
#NoTimeToDie was such a great emotional send off for Daniel Craig . LOVED him as bond and am beyond sad to see him go.	A	P
"License to kill. History of violence. I could be speaking to my own reflection
Bond collection of 50 NFT tshirts… https://t.co/8pBhzO1avE"	F	O
"#NoTimetoDie (2021)

Bond is back, bigger and better than before. Great end of an era. What now? A new 007 was intr… https://t.co/PR5KKUxi1B"	A	P
＊＊＊ Many thanks to all our Supporting Artists who worked on #NoTimeToDie ＊＊＊  - No Time To Die: behind the scenes i… https://t.co/QHArFgnxL6	A	P
Is it just me or does it look like M was caught by Moneypenny procrastinating on his couch with a newspaper in… https://t.co/c4p8XtpTAR	A	-
#notimetodie.....james bond kam aur gunmaster g9 jyaada laga.. This coming from a hardcore bond fan especially DC.. 🤬🤬🤬	F	N
I just watched new James Bond #noTimeToDie and I need to say it was absolute garbage 🗑 …	R	N
Kicking off the extended holiday weekend with a screening of #NoTimeToDie https://t.co/IDEOOvFGZK	O	-
Me after seeing #NoTimeToDie. https://t.co/y7KqLyswJZ	R	N
Watching #NoTimeToDie  and it's #meh Always love catching up on movies this time of year and look forward to the new releases.	R	N
Big thanks to @ODEONCinemas for responding to our request for a subtitled showing of #NoTimeToDie next week!! 👍👍👍 https://t.co/7gGGTvAzuY	O	P
@DamonGochneaur Love the invite. See you soon. Cowboys/Raiders today and then @007 #NoTimeToDie later tonight.… https://t.co/7FIHqJ9DaK	O	-
Just seen #NoTimeToDie I absolutely cannot wait to do this podcast :)	F	P
@BenYorkMix @Laura_Castle Good evening you two… does this qualify for a mega ooooh yeeeeah… taking @ladysammymalton… https://t.co/jpSUXNArWF	O	P
"Thank you @VicGovDH for a 16-hr turnaround on my covid test result! #NoTimeToDie is back on tonight baby, yeah!"	O	-
Saw #NoTimeToDie and … https://t.co/OC9V4AvstA	R	N
"no time to die ending scene 
#danielcraig #NoTimeToDie #JamesBond 😢😭 https://t.co/XZR38WLMIl"	R	-
"""you really don't know anything about us do you"" 

#movie
#spectre
#bond
#JamesBond
#NoTimeToDie 
#film https://t.co/skHH4acqCm"	O	-
"Did anyone else get the JAWS reference in #Spectre C'mon movie fans, I can't be the only one. #JamesBond… https://t.co/lxwnGsBDTX"	O	-
Finally got family altogether with time for a bit of #007 #NoTimeToDie @vuecinemas 🍿	O	P
"When Voldemort is done with the Wizarding World and became the leader of MI6.
#NoTimeToDie 
@JBCFoodCorp… https://t.co/4F79xbiQ3J"	O	-
"What a fantastic movie to end the pandemic era, daniel craeig u will never forgotten  #notimetodie"	R	P
Promo key art #NoTimeToDie https://t.co/xyyav9eydK	F	-
#NoTimeToDie  is one of the best. Trust me I’ve seen them all. You won’t wanna miss this one.	R	P
Promo key art #NoTimeToDie https://t.co/doyt6fyORZ	F	-
WTF did I just watch…. #NoTimeToDie 😮😳😔	R	N
#BehindtheScenes with Daniel Craig in the #JamesBond film #NoTimeToDie https://t.co/BnQQVOIOcO	A	-
"Top 10 #iTunes Movies - Thurs. Nov 25

#1: #VenomLetThereBeCarnage    
#2: #NoTimeToDie   
#3: #FreeGuy
#4:… https://t.co/pV4ze3eHej"	C	P
"#NoTimeToDie 🍸 (@ Regal Edwards Long Beach &amp; IMAX - @regalmovies for No Time To Die in Long Beach, CA) https://t.co/gTtciVy9ps"	O	-
"#NoTimeToDie by #BillieEilish, will be released as a new limited edition 7″ vinyl on #RecordStoreDay’s #BlackFriday… https://t.co/uBUddQPMGo"	O	-
"#Bales2021FilmChallenge
25 Nov: Someone is unimpressed

GoldenEye (1995)
#JamesBond is unimpressed with the Russian… https://t.co/OU8LS2EvFq"	A	N
So.. #NoTimeToDie was fucking interminable. The first half an hour and last half an hour were acceptable. Well wort… https://t.co/GpwkO2plkt	R	N
Finally watching #NoTimeToDie #JamesBond	O	-
"A HUGE thank you to the #NoTimeToDie sound design team who, in an innovative manner, found a far better way to audi… https://t.co/Vq6lCd5LeK"	C	P
Box Office: ‘Dune’ Will Spend Thanksgiving Day Passing $100 Million Domestic via @forbes by @ScottMendelson… https://t.co/WxRAbbbUci	B	P
The reaction to #NoTimeToDie has highlighted an issue with the spoiler culture surrounding the MCU at the moment:… https://t.co/Z2Sq8qpSXq	C	N
"#NoTimeToDie is a good conclusion to the Craig era. This Bond feels much more alive, with desires and personalities… https://t.co/h8tX3hei6n"	C	P
Thank you so much to @LandRover @LandRover_UK for an amazing day filming the @007 landrover defender for @YouTube s… https://t.co/q8jmY9jOv3	R	P
#NoTimeToDie 8.5/10…The End of an Era…One of the best Bond’s movie	R	P
I love #NoTimeToDie . The end of an era.	R	P
"@007 #NoTimeToDie was a crazy good Bond movie, probably one of if not the best BOND movie"	R	P
"Who could ever imagine that a Best Original Song lineup could consist of @Beyonce, @billieeilish, @ArianaGrande,… https://t.co/C8J9UT9KOh"	O	P
"Fucking hell. If Bond was going to make me violent it would be the ludicrous over-praise of #NoTimeToDie, not becau… https://t.co/zvgjgLKOxK"	A	N
"#NoTimeToDie by #BillieEilish, will be released as a new limited edition 7″ vinyl on #RecordStoreDay’s #BlackFriday… https://t.co/bZxTKwS0Fd"	O	-
"We all have our secrets, we just didn’t get to yours yet  #NoTimeToDie"	O	-
"#NoTimeToDie is nothing like JamesBond at all, it's just another action-drama movie .."	C	N
Put #NoTimeToDie back in IMAX for Xmas https://t.co/lhR5PzTTFw	O	P
Check out this new drawing that I uploaded to https://t.co/eB2KHVV7TT! https://t.co/wm8lGzz60J #NoTimeToDie #JamesBond	F	
"Craig’s at his best. Both entertaining and heartbreaking. 

#NoTimeToDie https://t.co/T7K1tynMqm"	R	P
@drvishalksingh Couldn’t agree more. I saw Daniel Craig’s #NoTimeToDie in a condo hall and thoroughly enjoyed it. Y… https://t.co/20KlZ7vtQW	R	P
"I’m sorry but Hans Zimmer should had been nominated for #NoTimeToDie  and NOT #Dune  at the #GRAMMYs. Adore both, j… https://t.co/T2MagXxxl4"	A	N
"Just watched James Bond, great touch for Craigs bond legacy on the whole “blue eyes” stories considering he was hat… https://t.co/ZpfqwKpzUt"	O	P
"Just finished watching #NoTimeToDie and we’ll, it’s not my favourite Bond film but I thought it was fantastic! Great film!"	R	P
#NoTimeToDie  goodbye James Bond https://t.co/XI9VMNJHcg	A	N
.@NumeroBoxOffice reports that #NoTimeToDie has grossed $8.46 million in its second week at the Australian box offi… https://t.co/SSbBPh9Z18	B	-
Daniel Craig’s passage through the first 15 minutes of #NoTimeToDie felt like Groundhog Day to a bloke in his fifti… https://t.co/zZwecF4qAW	A	P
"I'm done with that shitty banner anyway,  so gonna need to 'burn' these last 2 daily free scouts (get up to 110x) b… https://t.co/SsCSPRkQp7"	F	N
"Just a warning if you're renting #NoTimeToDie from @Xbox - even with subtitles disabled, several show up randomly a… https://t.co/iYkwIdQo5n"	O	N
"Late to the party, but finally saw #NoTimeToDie last night. I have been forever been a believer that Sean Connery w… https://t.co/HJgBnkbu7N"	A	P
"Also, I enjoy a good bond film—thought #NoTimeToDie was a fairly good watch—but James Bond as a role model? Really?"	C	N
"Just finished watching #NoTimeToDie and what a fantastic film it is (Especially for Bond fans)! Action packed, funn… https://t.co/IaQ0jAvohu"	R	P
"""No Time To Die"" is a brilliant Bond movie! #NoTimeToDie"	R	P
@shooterkriegler Next #NoTimeToDie viewing will be muted here and I'll play John Barry because this fits sooo perfectly IMO	A	P
"#Day 15

Finally got through all the methods.
Not so thoroughly but that would surely happen with time.

Felt like… https://t.co/Z8Yna9UcD1"	O	-
"My name is Bomb, James Bomb.

#NoTimeToDie"	A	P
"#NoTimeToDie has numerous bar scenes, like a great Bond movie should!
#JamesBond https://t.co/Ts1yaCDIiA https://t.co/sOiF7KvFv0"	C�	P
Watched #notimetodie it sort of dragged in some parts &amp; Bond look weary LoL? Rami Malek's appearance was more an af… https://t.co/4BtTAeZBZy	A	N
"Shang-Chi &gt; #NoTimeToDie, while Venom 2 was just a joke."	C	N
"#MovieReview - #NoTimeToDie  
Rating : 2/10
Plot: James Bond has left active service. His peace is short-lived when… https://t.co/4wmK0RNcsG"	R	N
"To all American quartermasters preparing the vegetables for their special holiday guests, HAPPY THANKSGIVING Bond f… https://t.co/NbswIKOInd"	O	P
Watched it in big screen and watched it again for the excellent cinematic experience. #DanielCraig's saga has  amaz… https://t.co/roXmLyAg15	R	P
"Up today on our #GiftGuide is the pretty remarkable #MicroScalextric- James Bond #NoTimeToDie set!

This isn't our… https://t.co/cXAAOeeAhA"	R	P
"** 𝗕𝗢𝗡𝗗 - 𝗡𝗢𝗪 𝗦𝗛𝗢𝗪𝗜𝗡𝗚 **

Aaaaaaaand it's back. Go to the toilet before you go in and buy lots of snacks for maximu… https://t.co/s4OkZSH8wh"	R	P
"Last week, #NoTimeToDie Director Cary Fukunaga and Cinematographer Linus Sandgren attended the Stockholm and Camera… https://t.co/JVHWJmF2QP"	O	-
"See one of the #NoTimeToDie Land Rover Defenders on display. Incidentally, @BMMuseum is one of my favourite museums… https://t.co/Ex8bBBzof9"	O	-
"WEDNESDAY'S TOP 5 FILMS FOR THE UK &amp; IRELAND:

1 - #Ghostbusters: Afterlife  
2 - #NoTimeToDie 
3 - #Eternals  
4 - #Encanto 
5 - #Dune"	C	P
"NO TIME TO DIE | Final US Trailer
No Time to Die 2021
https://t.co/d06T2WjrrY
#SpiderManNowWayHome #SpiderMan #Dune… https://t.co/l4B4E5ovf4"	O	-
This is selling well!! JAMES BOND 007 THE LIVING DAYLIGHTS Rare Double Sided GENUINE ORIGINAL POSTER… https://t.co/Yr87o7eJcV	F	P
With #NoTimeToDie director Cary Joji Fukunaga has made a movie that understands that #Bond movies weren’t cool beca… https://t.co/dXj0jyIQnc	A	P
So finally saw #NoTimeToDie  the scenery chewing line in the first 5 mins made me groan so hard but as a film it pi… https://t.co/PWdGHwGtqk	R	N
Just finished watching #NoTimeToDie . Not a big Daniel Craig fan but loved the movie and he was great. I ve seen ev… https://t.co/ijmIWXFPBW	A	P
"Experiencing cinema for the 1st time in the post-COVID world... 🎬🍿

#NoTimeToDie https://t.co/46BgXgzs2j"	O	-
"#NoTimeToDie broke the golden rule, and there is no way back after that. It might have ultimately killed the entire franchise."	C	N
"#NoTimeToDie Dethrones #F9 to Become Highest Grossing Pandemic Era Movie 

HIGHEST Grossing Hollywood Movie WW Post… https://t.co/PaGed2K2st"	R	N
